Title,keywords,Python,salary,R,SQL,Place
Research Statistician,"(['R'], ['access'], ['GitHub'])",0,,0,0,"Vancouver, British Columbia, Canada"
Business Systems Analyst,,1,,0,0,"Langley, British Columbia, Canada"
Systems Engineer,,0,,0,0,"Vancouver, British Columbia, Canada"
Senior Data Engineer,"(['Python'], ['SQL', 'DBT', 'airflow'])",0,,0,0,"Vancouver, British Columbia, Canada"
Intermediate Technical Analyst,,0,,0,0,"Burnaby, British Columbia, Canada"
"Senior Data Engineer, People Insights (Canada | Remote)","(['Python'], ['Tableau', 'Power BI', 'SQL', 'API'])",0,,0,1,Greater Vancouver Metropolitan Area
Field Tech Analyst,,0,,0,0,"Vancouver, British Columbia, Canada"
ERP Reports Developer,"(['Oracle Cloud'], ['Oracle'], ['SQL', 'SSRS'])",0,,0,0,"Vancouver, British Columbia, Canada"
Business Systems Analyst,"(['AWS'], ['Salesforce'])",0,,0,0,"Vancouver, British Columbia, Canada"
"Senior Consultant, Data Engineer","(['Java', 'C++', 'Scala'], ['AWS', 'Cosmos DB'], ['SQL Server', 'PostgreSQL'], ['SQL', 'Airflow', 'DataBricks', 'Tableau', 'D3'])",0,,0,0,"Vancouver, British Columbia, Canada"
Business Systems Analyst,"(['AWS'], ['Oracle'], ['Scrum', 'Jira', 'Confluence', 'SQL'])",1,,0,0,"Vancouver, British Columbia, Canada"
"Analyst/Senior Analyst (Supply Analytics) (Bangkok-based role, Relocation provided)","(['Python', 'R', 'python', 'r'], ['microsoft sql server'], ['SQL', 'Tableau', 'Pandas', 'tableau', 'power bi'])",0,,0,0,"Vancouver, British Columbia, Canada"
Business Systems Analyst,,0,,0,0,"City of Langley, British Columbia, Canada "
Systems Engineer,,0,2000.0,0,1,"Richmond, British Columbia, Canada "
Research Analyst (Visualization Specialist) – Maternity Leave Cover,"(['access'],)",0,,0,0,"Vancouver, British Columbia, Canada"
Remote Support Specialist (Motion Metrics International Corp),,0,,0,0,"Vancouver, British Columbia, Canada"
Business Systems Analyst,,0,,0,0,"Burnaby, British Columbia, Canada"
"Senior People Data Analyst (Bangkok Based, relocation provided)","(['python', 'r'], ['microsoft sql server'], ['Tableau', 'SQL', 'tableau', 'power bi'])",0,,0,0,"Vancouver, British Columbia, Canada"
Senior Analytics Specialist (WorkSafeBC),"(['access'],)",0,,0,0,"Richmond, British Columbia, Canada"
"SAP iXp Intern - Agile Developer, HANA and Analytics","(['JavaScript', 'Java'], ['SAP', 'Agile', 'agile'])",0,,0,0,"Vancouver, British Columbia, Canada"
Sr. developer Qlik Tableau PowerBI,"(['Tableau', 'mode', 'ETL', 'Power BI'],)",0,,0,0,"Vancouver, British Columbia, Canada"
"Senior Business Analyst, Data Analytics, Reporting & Evaluation","(['Access'], ['PowerPoint'])",0,98000.0,0,1,"Vancouver, British Columbia, Canada"
Systems Engineer,"(['Python'], ['AWS'])",0,,0,0,"Burnaby, British Columbia, Canada"
"Analyst, Quality Improvement Information Systems","(['access'],)",1,,0,0,"Surrey, British Columbia, Canada"
"Manager, Master Data and Governance","(['SAP ERP'], ['SAP', 'PowerPoint'])",0,,0,0,"Vancouver, British Columbia, Canada"
Salesforce Developer- Salesforce CPQ,"(['Salesforce', 'Agile'],)",0,,0,0,"Vancouver, British Columbia, Canada"
ETL Developer (BHJOB13022_12606),"(['Oracle', 'SQL Server'], ['ETL', 'SQL'])",0,,0,0,"Vancouver, British Columbia, Canada"
JIRA Developer,"(['Access'], ['JIRA', 'confluence', 'Jira', 'Confluence'])",0,,0,1,"Burnaby, British Columbia, Canada"
Data Analyst,"(['VBA', 'Python', 'R'], ['ETL', 'SQL', 'Power BI', 'Looker', 'Tableau', 'Mode', 'PowerPoint'])",1,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['SQL'],)",0,,1,0,"Toronto, Ontario, Canada "
"Data Analyst (CRE, Investment)","(['Python'], ['Tableau'])",0,,0,0,"Toronto, Ontario, Canada "
Data Analyst,"(['Python'], ['Salesforce', 'SQL', 'Power BI', 'JIRA', 'Tableau'])",0,,0,1,"Vaughan, Ontario, Canada"
Data Analyst,"(['Python'], ['SQL', 'Power BI'])",0,,1,0,"Toronto, Ontario, Canada"
"Junior Data Analyst, IT","(['Microsoft Azure'], ['Power BI', 'ETL', 'SQL', 'Tableau', 'agile'])",1,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['access'], ['PowerPoint'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['access', 'Snowflake', 'Redshift'], ['SQL', 'dbt', 'Scrum', 'Looker', 'Agile'])",0,,0,0,"Toronto, Ontario, Canada "
Data Analyst - Real World Data,,0,,0,0,"Toronto, Ontario, Canada"
Data Analyst Co-Op,"(['Python'], ['SQL', 'Databricks', 'Tableau'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['access'], ['agile', 'SQL', 'scrum'])",0,103000.0,0,1,"Toronto, Ontario, Canada"
Data Analyst,"(['R', 'Python'], ['access'], ['SQL', 'Tableau', 'PowerPoint'])",0,,0,0,"Toronto, Ontario, Canada "
Associate Data analysis,"(['PowerPoint', 'SAS', 'SQL'],)",1,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['Python'], ['SQL', 'SAP', 'Power BI'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['DAX'], ['SQL', 'SPSS', 'SAS'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst - 4 - Contract,"(['Python'], ['HIVE'], ['Confluence', 'Jira', 'SQL', 'Power BI'])",0,,0,0,"Greater Toronto Area, Canada"
"Data Analyst, Trilogy (Remote) - $100,000/year USD",,0,100000.0,0,1,"Toronto, Ontario, Canada"
Data Analyst (12 Month Contract),"(['Oracle', 'Hive'], ['SQL', 'Tableau', 'Power BI', 'Looker', 'Alteryx'])",0,,0,0,"Mississauga, Ontario, Canada "
Data Analyst- Finance,"(['SQL'],)",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,,0,,0,0,"Boston, MA"
Data Analyst,"(['Python', 'R'], ['SQL', 'Power BI', 'PowerPoint'])",0,,0,0,"Boston, MA "
Data Analyst,"(['SQL'],)",0,,0,1,"Westwood, MA "
Data Analyst I,"(['SQL'],)",0,,0,0,"Chelsea, MA"
Data Analyst,"(['MySQL'], ['ETL', 'SQL', 'Salesforce'])",0,,0,1,"Peabody, MA"
Data Analyst I,"(['SQL'],)",0,,0,0,"Chelsea, MA"
Data Analyst I,,0,,0,0,"Cambridge, MA "
Data Analyst,"(['Python', 'R'], ['AWS'], ['MySQL', 'PostgreSQL', 'Presto', 'ElasticSearch'], ['Tableau', 'SQL', 'API'])",1,,0,0,"Boston, MA"
Data Analyst I,,0,,0,0,"Boston, MA"
Data Analyst,"(['Python', 'Java'], ['ETL', 'SQL'])",0,,0,0,"Marlborough, MA "
Data Analyst II,"(['GIS'],)",0,,0,1,"Boston, MA "
Data Analyst,"(['R', 'Python'], ['SAS', 'SQL', 'Tableau'])",0,,0,0,"Canton, MA "
Data Analyst,"(['VBA'], ['PowerPoint', 'SQL'])",1,,0,0,"Boston, MA"
Data Analyst,"(['R', 'Python'], ['SAS', 'SQL', 'Tableau'])",0,,0,0,"Canton, MA "
"Data Analyst, Support Operations","(['R', 'Python'], ['access'], ['SQL', 'Looker', 'Amplitude', 'Google Analytics', 'Tableau'])",0,,0,0,"Boston, MA"
Data Analyst,"(['MySQL'], ['SQL', 'Salesforce', 'ETL'])",0,,0,1,"Peabody, MA"
Data Analyst,"(['R', 'Python'], ['SAS', 'SQL', 'Tableau'])",0,,0,0,"Canton, MA "
Data Analyst - Real World Data,"(['SQL'],)",0,,0,0,"Boston, MA"
PSG Data Analyst,"(['Tableau', 'Alteryx', 'SQL', 'PowerPoint', 'Power BI'],)",0,,0,0,"Boston, MA"
2023 Data Analyst Co-Op,"(['access'],)",0,,0,1,"Norwood, MA"
eDiscovery Data Analyst,,0,,0,1,"Cambridge, MA"
Data Analyst,"(['SQL'],)",0,,0,0,"Boston, MA"
"Data Analyst, Onboarding (Data Wrangling position/Hybrid role in downtown Boston)","(['Python', 'R'], ['access', 'Microsoft Access'], ['SQL', 'Tableau', 'Looker', 'Mode'])",0,81000.0,0,0,"Boston, MA"
Principal Data Analyst – Fully Remote,"(['Looker', 'SQL'],)",0,162500.0,0,0,"Boston, MA "
Data analyst,"(['Access'], ['Power BI', 'PowerPoint'])",0,,0,1,"Boston, MA"
Data Analyst,"(['SQL'],)",1,,0,0,"Boston, MA"
Data Analyst,"(['Python', 'VBA', 'R'], ['SQL server', 'Access'], ['SAS', 'Tableau', 'Qlikview', 'ETL'])",0,,1,0,"Boston, MA"
Data Analyst,"(['Tableau'],)",0,,0,0,"Boston, MA"
Education Data Analyst (ESC),"(['PowerPoint', 'SPSS'],)",0,,0,0,"Malden, MA"
"Data Analyst, Energy Transition, EDF+Business","(['Python', 'R', 'Scala'], ['access'], ['SQL'])",0,,0,1,"Boston, MA "
Data Analyst I - Hybrid,"(['R'], ['Access'], ['SAS'])",1,,0,0,"Boston, MA"
Business & Data Analyst,"(['JavaScript', 'R', 'Python'], ['Power BI'])",0,,0,0,"Boston, MA "
Research and Data Analyst,"(['Python'], ['SQL'])",0,63500.0,0,0,"Cambridge, MA"
"Data Analyst, Engagement","(['access'], ['Google Analytics', 'SQL', 'PowerPoint'])",0,,1,0,"Cambridge, MA"
Data Analyst,,0,,0,0,"Boston, MA"
Data Analyst,"(['AWS'], ['Snowflake', 'access'], ['PowerPoint', 'agile', 'SQL'])",0,,0,0,"Somerville, MA"
Data and Policy Analyst,"(['R', 'Python'], ['Power BI', 'Tableau', 'SQL'])",0,,0,1,"Boston, MA "
Education Data Analyst (ESC),"(['PowerPoint', 'SPSS'],)",0,,0,0,"Malden, MA"
Data Analyst,"(['SQL'],)",0,,0,0,"Boston, MA"
"Analyst, Data Management","(['Python', 'Java'], ['SQL', 'ETL', 'Google Analytics'])",1,80000.0,0,0,"Boston, MA "
Data Entry Analyst,"(['access'], ['Salesforce'])",0,,0,1,"Boston, MA"
"Data Analyst, Engagement (Google Analytics)","(['access'], ['SQL', 'Google Analytics', 'PowerPoint'])",0,,0,0,"Cambridge, MA"
Product Data Analyst (Location Flexible),"(['access', 'snowflake'], ['dbt', 'Looker', 'Amplitude', 'SQL'])",0,,0,0,"Boston, MA "
Data and Policy Analyst,"(['R', 'Python'], ['Power BI', 'Tableau', 'SQL'])",0,,1,0,"Boston, MA"
Data Analyst with Socrate Experience,"(['Snowflake'], ['ETL'])",1,,0,0,"Malden, MA"
Data Analyst (Viator),"(['Looker', 'Tableau'],)",0,,0,0,"Needham, MA"
"Data Analyst, Measurement & Evaluation","(['R'], ['access'])",0,,0,1,"Cambridge, MA"
Data Analyst,"(['access'],)",0,,0,0,"Westwood, MA"
Business Data Analyst,"(['Agile'],)",0,,0,0,"Boston, MA"
Data Analyst,"(['Snowflake'],)",0,,0,0,"Waltham, MA"
Healthcare Data Analyst- Summer Associate,"(['R'], ['SQL Server', 'MySQL', 'Oracle'], ['SAS', 'SPSS'])",1,,0,0,"Boston, MA"
Data Entry Analyst,"(['access'], ['Salesforce'])",0,,0,1,"Boston, MA"
"Analyst, CKSI Advanced Data Analytics & Insights","(['Python', 'R'], ['Snowflake'], ['agile', 'SQL', 'Tableau', 'Power BI'])",0,,0,0,"Boston, MA"
"Data Analyst, Senior Associate","(['access'], ['SQL', 'ETL'])",0,65000.0,0,0,"Boston, MA"
Part-Time Data Entry Analyst - Solvas Financial Technology,"(['Microsoft Teams'],)",0,,0,0,"Boston, MA"
Portfolio Data Analyst,,0,,0,0,"Boston, MA"
Cloud Platform Analytics Engineer,"(['Python'], ['GCP', 'AWS'], ['Snowflake', 'Redshift', 'SQL Server'], ['SQL', 'Tableau', 'Power BI', 'Looker'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Senior Technology GRC Analyst,"(['access'],)",0,,0,0,"Canada, Moyen-Chari, Chad"
Staff Cloud Developer,"(['Python'], ['GCP', 'AWS'], ['Git', 'API', 'Docker', 'agile', 'Scrum'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Senior Performance Engineer,"(['Java', 'python'], ['JIRA', 'Confluence', 'Git', 'Agile'])",1,,0,0,"Canada, Moyen-Chari, Chad"
Cloud Operations Engineer,"(['Java', 'Python'], ['AWS'], ['Oracle'], ['Agile', 'git'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Principal Performance Engineer,"(['Java'], ['PostgreSQL', 'Redis'])",0,,0,1,"Canada, Moyen-Chari, Chad"
Staff Site Reliability Engineer,"(['Python'], ['GCP', 'AWS'], ['Git', 'API', 'Docker', 'agile', 'Scrum'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Firmware Engineers and Archtiects,"(['C++', 'Matlab', 'Python'],)",0,,0,0,"Canada, Moyen-Chari, Chad"
Senior Staff Cloud Developer,"(['Python'], ['GCP', 'AWS'], ['API', 'agile', 'Scrum', 'Docker', 'GitHub'])",0,,0,1,"Canada, Moyen-Chari, Chad"
Senior Site Reliability Engineer,"(['Python'], ['GCP', 'AWS'], ['Git', 'API', 'Docker', 'agile', 'Scrum'])",0,,1,0,"Canada, Moyen-Chari, Chad"
Staff Software Developer,"(['JavaScript'], ['snowflake'], ['agile', 'Scrum', 'SQL'])",1,,0,0,"Canada, Moyen-Chari, Chad"
Software Engineer,"(['access', 'velocity', 'Snowflake'],)",0,,0,0,"Canada, Moyen-Chari, Chad"
Full-Stack Developer,"(['JavaScript', 'Python', 'Javascript', 'Java'], ['AWS', 'Firebase'], ['SQL', 'ETL', 'API', 'Docker', 'Pandas', 'NLTK', 'Spacy'])",0,,0,0,"Canada, Moyen-Chari, Chad"
"Software Engineer, Java Database Experience","(['Java', 'Scala'], ['MongoDB'])",0,,0,0,"Canada, Moyen-Chari, Chad"
"Senior Software Engineer, Java Database Experience","(['Java', 'Scala'], ['MongoDB'], ['agile'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Data Scientist Analyst – CONTRACT – Health Sector,"(['Python', 'R'], ['SAS'])",0,,0,1,"Canada, Moyen-Chari, Chad"
Cloud Platform Analytics Engineer,"(['Python'], ['GCP', 'AWS'], ['Snowflake', 'Redshift', 'SQL Server'], ['SQL', 'Tableau', 'Power BI', 'Looker'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Staff Cloud Developer,"(['Python'], ['GCP', 'AWS'], ['Git', 'API', 'Docker', 'agile', 'Scrum'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Cloud DevOps Engineer – Azure Kafka,"(['GitHub', 'Docker'],)",0,,0,0,"Canada, Moyen-Chari, Chad"
Principal Performance Engineer,"(['Java'], ['PostgreSQL', 'Redis'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Staff Site Reliability Engineer,"(['Python'], ['GCP', 'AWS'], ['Git', 'API', 'Docker', 'agile', 'Scrum'])",1,,0,0,"Canada, Moyen-Chari, Chad"
Firmware Engineers and Archtiects,"(['C++', 'Matlab', 'Python'],)",0,,1,0,"Canada, Moyen-Chari, Chad"
Senior Staff Cloud Developer,"(['Python'], ['GCP', 'AWS'], ['API', 'agile', 'Scrum', 'Docker', 'GitHub'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Senior Software Developer (Team Reporting & RDS),"(['Oracle Database'], ['Agile', 'Git'])",0,,0,1,"Canada, Moyen-Chari, Chad"
Senior Site Reliability Engineer,"(['Python'], ['GCP', 'AWS'], ['Git', 'API', 'Docker', 'agile', 'Scrum'])",0,,0,0,"Canada, Moyen-Chari, Chad"
Senior Cloud Operations Engineer,"(['Java', 'Python'], ['AWS'], ['Oracle'], ['Agile', 'git'])",0,,0,0,"Canada, Moyen-Chari, Chad"
"Software Engineer, Java Database Experience","(['Java', 'Scala'], ['MongoDB'])",0,,0,0,"Canada, Moyen-Chari, Chad"
"Senior Software Engineer, Java Database Experience","(['Java', 'Scala'], ['MongoDB'], ['agile'])",1,,0,0,"Canada, Moyen-Chari, Chad"
Data Analyst,,0,72500.0,0,0,"Boston, MA "
Data Analyst,"(['SQL'],)",0,,0,1,"Westwood, MA "
Data Analyst,"(['SQL', 'SAS', 'SPSS'],)",1,,0,0,"Boston, MA"
Junior Data Analyst,,0,120000.0,0,1,"Boston, MA "
"Data Analyst Co-Op, Analytics & Insights - Data Center of Excellence","(['Python'], ['SQL'])",0,,0,0,"Framingham, MA"
"Data Visualization Analyst, Healthcare Data - Boston, MA","(['python', 'R'], ['AWS'], ['access'])",0,,0,0,"Boston, MA "
Data Analyst I,"(['SQL'],)",0,,0,0,"Chelsea, MA "
Junior Data Analyst,"(['Python'], ['AWS'], ['snowflake', 'Snowflake'], ['Tableau', 'tableau', 'SQL'])",0,,0,1,"Boston, MA"
Data Analyst,"(['Power BI', 'SQL'],)",0,,0,0,"Boston, MA"
Data Analyst,"(['Python'], ['access', 'Redshift'], ['API', 'agile', 'SQL', 'Git'])",1,,0,0,"Boston, MA "
Data Analyst,"(['Python', 'Java'], ['ETL', 'SQL'])",0,,0,0,"Marlborough, MA"
Data Analyst I,,0,,0,0,"Boston, MA"
Data Analyst II,"(['GIS'],)",0,,0,1,"Boston, MA"
"Data Analyst, Operations","(['Python', 'R'], ['access', 'PostgreSQL', 'Access'], ['SQL', 'Looker', 'DBT', 'Airflow'])",0,95000.0,0,0,"Boston, MA"
Emergency Assistance Data Analyst I,"(['MySQL', 'Access'], ['Power BI', 'Tableau'])",0,,0,1,"Boston, MA"
Data Analyst (Volpe/SCOAR),"(['Python', 'R', 'MATLAB'], ['Oracle'], ['Tableau', 'Power BI', 'SQL'])",0,,0,0,"Cambridge, MA "
Data Analyst I,"(['Matlab', 'R', 'Python'], ['SAS'])",0,,0,0,"Boston, MA"
Data Analyst - TJX Companies,"(['Python', 'R'], ['Power BI', 'Tableau', 'PowerPoint', 'SQL'])",1,,0,0,"Framingham, MA"
2023 Data Analyst Co-Op,"(['access'],)",0,,0,0,"Norwood, MA"
Data Analytics Intern,"(['SQL', 'Looker', 'Google Sheets'],)",0,,0,0,"Boston, MA"
Data Analyst,"(['Access'], ['PowerPoint', 'SQL', 'Power BI'])",0,,0,0,"Brockton, MA"
Data Analyst - Real World Data,"(['SQL'],)",0,,0,0,"Boston, MA"
Data Analyst,"(['JavaScript', 'Python', 'R'], ['Tableau', 'Google Analytics', 'SQL', 'ETL', 'SPSS', 'SAS', 'agile'])",0,,0,0,"Waltham, MA "
Research and Data Analyst,"(['Python'], ['SQL'])",0,95000.0,0,1,"Cambridge, MA"
PSG Data Analyst,"(['Tableau', 'Alteryx', 'SQL', 'PowerPoint', 'Power BI'],)",1,,0,0,"Boston, MA"
Data Analyst/Master Data Coordinator,"(['SAP'],)",0,,1,0,"Boston, MA"
Data Analyst (Hybrid),"(['Access'], ['Power BI', 'PowerPoint'])",0,,0,0,"Boston, MA"
Education Data Analyst (ESC),"(['PowerPoint', 'SPSS'],)",0,,0,1,"Malden, MA "
Data Analyst,"(['MATLAB', 'Python'], ['SQL'])",0,,0,0,"Cambridge, MA"
Emergency Assistance Data Analyst II,"(['Access'],)",0,,0,0,"Boston, MA"
Data Strategy Analyst – Data Services,"(['realm', 'access'], ['PowerPoint'])",0,,0,0,"Boston, MA"
"Data Analyst, Senior Associate","(['access'], ['SQL', 'ETL'])",1,65000.0,0,0,"Boston, MA"
Senior Data Analyst (Remote),"(['R', 'Python'], ['SAS', 'SQL', 'PowerPoint'])",0,,0,1,"Wakefield, MA"
"Data Analyst, Engagement (Google Analytics)","(['access'], ['SQL', 'Google Analytics', 'PowerPoint'])",0,,0,0,"Cambridge, MA"
Data Analyst,"(['access'],)",0,,0,0,"Westwood, MA"
Data Analyst,"(['Amazon Redshift'], ['Access'], ['SQL', 'Tableau', 'API'])",0,,0,0,"Boston, MA"
Data and Policy Analyst,"(['R', 'Python'], ['Power BI', 'Tableau', 'SQL'])",0,,0,0,"Boston, MA "
Business Data Analyst,"(['Agile'],)",0,,0,0,"Boston, MA"
Data Analyst (Senior) - Student Services,"(['R', 'Python', 'Javascript'], ['SQL', 'Google Sheets', 'Tableau', 'ETL'])",0,59000.0,0,1,"Chestnut Hill, MA"
"Data Analyst, Measurement & Evaluation","(['R'], ['access'])",0,,0,1,"Cambridge, MA"
"Operations Data Analyst / Chelmsford, MA","(['access'], ['Tableau'])",0,,0,0,"Chelmsford, MA"
Marketing Data Analyst Intern,"(['Google analytics', 'agile'],)",0,,0,0,"Boston, MA"
Real Estate Data Analyst,"(['Oracle', 'Access'], ['Power BI', 'SAP', 'Salesforce', 'PowerPoint'])",1,,0,0,"Boston, MA"
Forecast Data Analyst,"(['Matlab', 'R', 'Python'],)",0,,1,0,"Boston, MA"
"Data Analyst on site in Watertown, MA","(['SQL'],)",0,112500.0,0,1,"Watertown, MA"
Business Data Analyst,"(['Python', 'R'], ['SQL'])",0,83500.0,0,0,"Westwood, MA"
Data Governance Analyst,"(['access'],)",0,,0,0,Greater Boston
Sr Data Analyst (SQL/Python) - US - Freelance [Remote],"(['Python', 'R'], ['access'], ['SQL'])",0,,0,0,"Boston, MA"
Portfolio Data Analyst,,0,,1,0,"Boston, MA "
Data Analyst (Supply Chain Inventory) - Remote,"(['Power BI', 'SQL'],)",1,,0,0,"Boston, MA"
Data Analyst II,"(['Python'], ['Google Cloud Platform', 'AWS'], ['Snowflake'], ['SQL', 'Databricks', 'ETL', 'Looker', 'Google Sheets', 'PowerPoint'])",0,,0,0,Greater Boston
Quality Data Analyst,"(['CDB'], ['Powerpoint'])",0,,0,0,"Cambridge, MA"
Data Analyst,"(['Oracle'], ['SQL', 'PowerPoint'])",0,,0,0,"Boston, MA"
Data Reporting Analyst,"(['Amazon Redshift'], ['Access'], ['SQL', 'Tableau', 'API'])",0,,1,0,"Boston, MA "
eDiscovery Data Analyst,,1,,0,0,"Cambridge, MA"
Data Analyst/Senior Data Analyst,"(['agile', 'SQL'],)",0,,0,0,"Boston, MA"
eDiscovery Data Analyst,"(['Access'],)",0,,0,0,"Boston, MA"
"DATA ANALYST, Academic Planning and Support","(['SAP', 'SQL', 'SPSS'],)",0,,0,1,"Boston, MA"
"DATA ANALYST, WBUR Product & Audience Insights","(['Oracle'], ['Agile', 'Tableau', 'Looker', 'SQL', 'Google Analytics', 'Salesforce'])",0,,0,0,"Boston, MA"
Insights Analyst,,1,,0,0,"Boston, MA"
SQL Server Data Analyst,"(['SQL Server'], ['SQL', 'SSIS', 'SSRS', 'agile', 'Scrum'])",0,,0,1,"Marlborough, MA"
Research Data Analyst,"(['R'], ['SPSS', 'Power BI', 'Tableau', 'SQL'])",0,,0,0,"Newton, MA"
Entry Level Data Analyst/Management Consultant - Nationwide (US Based Candidates Only),"(['Power BI', 'PowerPoint'],)",0,,1,0,"Wakefield, MA"
Marketing Data Analyst Intern,"(['Google analytics', 'agile'],)",1,,0,0,"Foxborough (Foxboro), MA"
Data Analytics Engineer,"(['Python'], ['Snowflake'], ['SQL', 'DBT', 'dbt', 'agile'])",0,101000.0,0,0,"Framingham, MA"
Data Product Operations Analyst,"(['SQL', 'Jira', 'Tableau'],)",0,,0,0,"Boston, MA "
Data Discovery & Compliance Analyst,"(['Python'], ['SQL'])",0,,0,1,"Waltham, MA "
"Data Solutions, Business Analyst","(['Agile', 'Jira', 'Tableau', 'Alteryx'],)",0,106000.0,0,0,"Boston, MA"
"Data Analyst, Marketing & Communications",,0,,0,0,"Boston, MA"
"Business Data Analyst, Planning and Analysis","(['Python'], ['Power BI', 'SAP', 'SQL', 'ETL', 'PowerPoint'])",0,,0,0,"Lexington, MA"
Analytics Associate,"(['agile'],)",0,,0,1,"Framingham, MA"
Data Analyst/Senior Data Analyst,"(['agile', 'SQL'],)",0,,0,0,"Somerville, MA"
Data Modeler,"(['Python'], ['Oracle database', 'AWS'], ['access', 'SQL Server', 'PostgreSQL', 'PostgreSql', 'Oracle', 'Redshift', 'Snowflake'], ['Tableau', 'ETL', 'agile', 'SQL'])",0,,0,0,"Boston, MA "
Associate Master Data Analyst,"(['SAP'],)",0,,0,1,"Marlborough, MA"
"Sr. Specialist, Data Analyst","(['VBA'], ['access'], ['Tableau', 'SAP', 'PowerPoint'])",0,,0,0,"Norwood, MA"
Data Reporting Analyst,"(['Amazon Redshift'], ['Access'], ['SQL', 'Tableau', 'API'])",0,,0,0,"Boston, MA"
Data and Analytics Consultant,"(['Python'], ['AWS'], ['Snowflake'], ['ETL', 'API', 'SQL', 'Synapse', 'DBT', 'Databricks', 'Tableau', 'Power BI'])",0,,0,1,Greater Boston
Regulatory Data Analyst,"(['access'],)",0,,0,0,"Boston, MA "
Lead Data Analyst,"(['Power BI', 'Tableau', 'SQL'],)",0,,0,0,"Boston, MA"
Data Reporting Analyst,"(['Amazon Redshift'], ['Access'], ['SQL', 'Tableau', 'API'])",0,,0,0,"Boston, MA"
Data Reporting Analyst,"(['access'],)",0,,0,1,"Rockland, MA "
Data Reporting Analyst,"(['Amazon Redshift'], ['Access'], ['SQL', 'Tableau', 'API'])",0,,0,0,"Boston, MA"
Health Care Data Analyst,"(['SAS'],)",0,,0,0,"Canton, MA"
"Analyst, Data Tools & Platforms","(['ETL', 'Tableau'],)",0,,0,0,"Lexington, MA"
Data Engineer,"(['Python'], ['AWS'], ['MongoDB', 'PostgreSQL', 'Redis'], ['ETL'])",0,,0,0,"Boston, MA "
Data Analyst/Integration Spec,"(['Access'], ['SSIS', 'PowerPoint'])",0,,0,0,"Boston, MA"
Data Engineer,"(['Python', 'Scala'], ['AWS'], ['ETL', 'SQL', 'Apache Spark', 'Git', 'Docker'])",0,,0,0,"Boston, MA"
Senior Data Analyst,"(['Python', 'R'], ['Microsoft Access'], ['SQL', 'Power BI', 'Tableau'])",0,,1,0,"Boston, MA "
Machine Learning Engineer / Data Analyst,"(['Python', 'R'], ['access'])",1,,0,0,"Cambridge, MA"
Senior Data Analyst (Digital Marketing),"(['Snowflake'], ['Tableau', 'SQL', 'Salesforce'])",0,,0,1,"Waltham, MA"
Data Engineer,"(['JavaScript'], ['Git', 'agile'])",0,,1,0,"Boston, MA "
Client Insight Analyst,"(['access'],)",0,,0,0,Greater Boston
Financial Data Analysis Associate,"(['access'],)",0,29500.0,0,0,"Boston, MA "
Affinity Group Data Analyst,"(['SQL'],)",0,,0,0,"Boston, MA"
Data Strategist,"(['Python'], ['Redshift', 'Snowflake'], ['SQL', 'Tableau', 'Looker'])",0,,0,0,Greater Boston
Data Analyst,"(['VBA', 'Python', 'R'], ['ETL', 'SQL', 'Power BI', 'Looker', 'Tableau', 'Mode', 'PowerPoint'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['Python'], ['Salesforce', 'SQL', 'Power BI', 'JIRA', 'Tableau'])",0,,0,1,"Vaughan, Ontario, Canada"
Data Analyst,"(['SQL'],)",1,,0,0,"Toronto, Ontario, Canada "
Data Analyst,"(['Python'], ['Salesforce', 'HubSpot', 'SQL', 'Databricks', 'SAS'])",0,,1,0,"Toronto, Ontario, Canada"
Senior Data Analyst,"(['Python', 'R'], ['SQL', 'Looker', 'Tableau', 'dbt', 'Airflow'])",0,,0,0,"Toronto, Ontario, Canada "
Data Analyst,"(['Google Meet'], ['SQL', 'Tableau', 'Mixpanel', 'Github'])",0,,0,0,"Greater Toronto Area, Canada"
Data Analyst,"(['Python'], ['Access'], ['Power BI', 'Tableau'])",0,,0,1,"Toronto, Ontario, Canada"
"Data Analyst, Technology Services Group",,0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['R', 'Python'], ['access'], ['SQL', 'Tableau', 'PowerPoint'])",0,,0,0,"Toronto, Ontario, Canada "
Data Analyst,"(['R', 'Python'], ['access'], ['SQL', 'Tableau', 'PowerPoint'])",1,,0,0,"Toronto, Ontario, Canada "
